지점,지점명,일시,평균기온(°C),평균최고기온(°C),평균최저기온(°C),월합강수량(00~24h만)(mm),일최다강수량(mm),1시간최다강수량(mm),합계 일조시간(hr)
93,북춘천,2019-11,4.9,11.9,-.6,57.8,29.4,,167.3
93,북춘천,2019-12,-.7,4.3,-5.4,10.5,2.7,,143.2
93,북춘천,2020-01,-.7,5.6,-5.8,55.9,37.5,,187.4
93,북춘천,2020-02,.7,6.9,-5,35.3,19.4,,183.5
93,북춘천,2020-03,6.1,13.5,-1.5,13.7,7,,238.5
93,북춘천,2020-04,9.7,17.4,1.7,17,10.2,4.1,257.6
93,북춘천,2020-05,17.4,23.7,11.5,122.2,40.5,13,193.7
93,북춘천,2020-06,23.5,29.5,17.9,79.1,45.1,11.6,225.2
93,북춘천,2020-07,23.3,27.9,19.1,183.6,60.9,17,140.4
93,북춘천,2020-08,25.6,29.6,22.8,821.2,188.5,72.5,92.3
93,북춘천,2020-09,19,24.9,14.5,153.1,43.1,11.4,162.6
93,북춘천,2020-10,10.9,19.1,4.5,.3,.2,.2,221.5
93,북춘천,2020-11,5.3,12.1,-.3,75.2,62.8,,181.1
93,북춘천,2020-12,-3.6,2.9,-9.1,4.8,4.5,,197.9
93,북춘천,2021-01,-5.7,.7,-11.8,14.3,3.3,,181.6
93,북춘천,2021-02,.4,7.6,-6.3,5.6,2.6,,210.7
93,북춘천,2021-03,7.1,14.3,.5,100.1,66.2,,217.1
93,북춘천,2021-04,12.4,19.5,5.5,110.2,56.6,9.2,225.5
93,북춘천,2021-05,15.6,22.1,9.8,159.3,67.4,11.7,190.3
93,북춘천,2021-06,21.6,27.5,16.7,128.1,26.2,15.5,186.6
93,북춘천,2021-07,26.7,32.7,22,202,58.7,28.2,251.7
93,북춘천,2021-08,24.3,29.3,20.5,122.5,31.2,26.1,154
93,북춘천,2021-09,20.7,26.4,15.7,103.7,37.5,11.7,188.6
93,북춘천,2021-10,13.1,19.6,7.9,64.4,29.7,11.6,160.2
93,북춘천,2021-11,5.3,12.2,-.4,49.8,27.1,,163.1
93,북춘천,2021-12,-2.2,3.8,-7.5,5.2,1.9,,173.8
93,북춘천,2022-01,-5.1,1.8,-11.5,1.9,1.5,,219.2
93,북춘천,2022-02,-3.5,3.7,-10.6,6.3,4.6,,224.1
93,북춘천,2022-03,5.7,12.5,-.9,88.3,31.7,,195.6
93,북춘천,2022-04,13,21.2,5.1,27.7,16.7,3.6,264.2
93,북춘천,2022-05,17.2,25,9.4,8.1,4.6,3.9,281.3
93,북춘천,2022-06,21.9,27,17.3,386.5,129.9,23,142.7
93,북춘천,2022-07,26,31.1,22.2,223.8,74.7,28.1,174.6
93,북춘천,2022-08,24.5,28.8,21.4,418.4,110.8,32,121.9
93,북춘천,2022-09,19.8,26.5,14.4,239,158,14.8,207
93,북춘천,2022-10,11.8,18.6,6.3,116.1,82.1,22.5,186.3
93,북춘천,2022-11,6.5,14,.5,64,36.1,,175.7
93,북춘천,2022-12,-6.1,.1,-11.3,10.7,4.6,,190.6
93,북춘천,2023-01,-5.2,1.2,-11.1,43.8,25.5,,183.1
93,북춘천,2023-02,-.5,6.5,-6.6,1.1,1.1,,216.2
93,북춘천,2023-03,7.4,16.3,-.9,8.4,6.1,,272.6
93,북춘천,2023-04,12.1,18.6,5.4,95.7,40.6,6.3,208.2
93,북춘천,2023-05,17.7,25,10.7,112.4,37.4,8.2,281.4
93,북춘천,2023-06,22.4,28.4,17.3,280.7,83.1,34.3,235
93,북춘천,2023-07,26,30.9,22.3,318.1,58.2,21.1,192.9
93,북춘천,2023-08,26.1,30.9,22.3,203.6,68.5,32.8,202.8
93,북춘천,2023-09,21.8,27.2,17.7,119.5,26.6,16.9,183.5
93,북춘천,2023-10,12.3,19.6,7,25.9,11.2,7.2,195.9
93,북춘천,2023-11,4.6,10.4,-.8,80.3,51.9,,181.9
93,북춘천,2023-12,-1.6,3.9,-6.6,77.3,31.1,,164.6
93,북춘천,2024-01,-2.8,2.7,-7.6,8.9,4.2,,189.9
93,북춘천,2024-02,1.8,7.3,-3,45,16.9,,142.7
93,북춘천,2024-03,4.9,11.9,-1.7,40.9,18.5,,219.4
93,북춘천,2024-04,14.7,22.2,7.7,27.6,17,11.5,235.5
93,북춘천,2024-05,17.2,24.4,10.5,126.9,37.2,8.1,260.6
93,북춘천,2024-06,23.3,30.3,16.8,124.5,61.5,22.3,299.6
93,북춘천,2024-07,25.9,30,22.7,411.1,98.4,21.3,149.1
93,북춘천,2024-08,28,33.5,23.7,92.7,51.1,30.6,257.3
93,북춘천,2024-09,23.2,28.6,18.9,184.9,48.8,30.9,191.8
93,북춘천,2024-10,14,20.1,8.9,68.5,35.7,12.1,165.7
93,북춘천,2024-11,7.1,14.3,1.2,27.7,21.5,,201.3
93,북춘천,2024-12,-2.4,4,-8.2,3.6,2.2,,209.7
95,철원,1995-01,-5.9,1,-12.2,8,2.8,,173.9
95,철원,1995-02,-3.2,5.4,-10.5,12.6,4.7,,184.5
95,철원,1995-03,3,8.6,-1.9,65.3,21.9,,131.6
95,철원,1995-04,9,16,2,21.6,8.5,2.6,232.4
95,철원,1995-05,15.1,21.2,8.7,45.4,22.8,7.4,214.4
95,철원,1995-06,19.6,24.9,15.1,60.6,19.6,5.9,189.2
95,철원,1995-07,22.9,26.6,19.7,365.9,72.2,25.5,130.1
95,철원,1995-08,24.3,27.9,21.5,770.1,143.4,40,104
95,철원,1995-09,17,23.1,11.9,115.1,70.9,32.6,169.8
95,철원,1995-10,11.9,19.4,5.7,18.9,6.3,5.2,184.1
95,철원,1995-11,2.6,9.6,-3.1,44,13.8,,169.9
95,철원,1995-12,-4.9,1.6,-10.3,6.9,4,,158.2
95,철원,1996-01,-6.2,.7,-12,20.7,8.4,,167.5
95,철원,1996-02,-4.8,2,-10.9,2.3,.9,,159.1
95,철원,1996-03,2.2,8,-3.4,58.8,20.7,,181.8
95,철원,1996-04,7.9,14.5,.8,48.6,19.3,7.2,238.6
95,철원,1996-05,16.4,23.1,9.7,62.1,19.8,19,227.4
95,철원,1996-06,20.9,25.3,17.1,227.2,47.5,15.7,119.6
95,철원,1996-07,22.6,26.8,19.4,745.4,268.1,45.2,146.1
95,철원,1996-08,23.5,28.3,19.9,78.1,22.8,5.8,158.1
95,철원,1996-09,18.8,26.1,12.9,8.1,6.1,5.5,224.2
95,철원,1996-10,10.8,17.9,4.9,56.6,24.5,16.5,167.3
95,철원,1996-11,2.7,8.6,-2.5,58.8,16.1,,143.4
95,철원,1996-12,-2.6,4.1,-8.5,7.9,3,,158.4
95,철원,1997-01,-7.9,-.8,-14.4,30.8,16.1,,172.6
95,철원,1997-02,-3.2,4,-9.7,33.4,19.8,,182.6
95,철원,1997-03,3.8,10.7,-2.6,21.2,11.5,,223.9
95,철원,1997-04,10.7,17.7,3.5,39.9,17.5,4.7,217.1
95,철원,1997-05,14.9,20.3,10,274.8,80,12.8,156.4
95,철원,1997-06,21.4,27.3,16.2,92.3,30.3,16.5,213
95,철원,1997-07,24.8,29.4,20.6,224.9,85.2,26.7,203.7
95,철원,1997-08,24.6,29.4,20.5,201.3,82.7,32.3,211.9
95,철원,1997-09,17,23.3,11.7,143.9,49.6,24.7,208.2
95,철원,1997-10,9.9,17.2,2.6,40,17.6,12.6,230.7
95,철원,1997-11,5,11.6,-.5,68.2,28.5,,144.1
95,철원,1997-12,-1.5,3.8,-6.2,32.1,16.8,,142.6
95,철원,1998-01,-4.5,.8,-9.8,13.9,6.6,,156.4
95,철원,1998-02,-.4,6.1,-6,38.6,22.7,,158.5
95,철원,1998-03,5,11.7,-1.3,45.5,41.1,,224.6
95,철원,1998-04,13.8,20,8.3,134.6,60.2,17.3,175.3
95,철원,1998-05,17.2,23.2,11.5,141.4,96.5,23.5,227.6
95,철원,1998-06,20.5,25.1,16.1,184.1,73.2,24.5,186.8
95,철원,1998-07,23.1,26.9,20.2,339.9,76.2,20,171.2
95,철원,1998-08,23.4,27.9,20.2,539.2,102.6,34.2,146.5
95,철원,1998-09,20.4,26.5,15.2,115.4,52.8,20,197.6
95,철원,1998-10,14.2,20.7,8.4,33.5,16.2,7.1,196
95,철원,1998-11,4.4,10.3,-1.2,63.7,33.7,,167.6
95,철원,1998-12,-1,5.2,-6.8,3,1.4,,189.8
95,철원,1999-01,-4.2,2,-10.3,13.2,5.4,,184
95,철원,1999-02,-2.1,3.9,-8.3,1.2,1.1,,168.1
95,철원,1999-03,3.4,10.2,-3.1,48.1,31.6,,194
95,철원,1999-04,11.4,18.6,4.1,45.8,14.4,4.1,214
95,철원,1999-05,16,22.1,10.1,81.2,25.2,4.2,219.2
95,철원,1999-06,21.2,26.8,16.1,66.3,22.5,8.4,221.1
95,철원,1999-07,24.1,28.6,20.1,482.6,256.7,42.9,162.2
95,철원,1999-08,24,28.9,19.9,567.5,280.3,31.6,209.7
95,철원,1999-09,20.8,25.8,16.6,244.2,138,39.3,153.3
95,철원,1999-10,11.3,17.7,5.8,90.5,25.1,21,165.5
95,철원,1999-11,4.3,10.9,-.9,28.3,18.4,,166.3
95,철원,1999-12,-3.3,2.5,-9.1,10.7,7.2,,153.2
95,철원,2000-01,-5.2,.1,-10.3,51.8,17.8,,163.4
95,철원,2000-02,-4.7,1.3,-11.3,8,2.4,,197.8
95,철원,2000-03,3.8,10.6,-2.9,10,3.6,,203.9
95,철원,2000-04,9.7,16.6,2.5,34.3,11.7,3.7,183.5
95,철원,2000-05,15.9,22,10.5,85.9,27,12.2,159.4
95,철원,2000-06,21.9,28,16.2,116.9,55.4,18.4,190.6
95,철원,2000-07,25,29.8,21,115,35,15.6,150.2
95,철원,2000-08,24.2,29.1,20.6,479.6,120.1,53,131.6
95,철원,2000-09,18.5,24.4,13.7,163,66.5,11.2,150.3
95,철원,2000-10,11.6,18.9,5.2,16.8,6.5,1.7,183.2
95,철원,2000-11,3.4,10.5,-2.5,17.4,8.2,,155.3
95,철원,2000-12,-2.3,3.4,-8.2,26.5,7.3,,164.1
95,철원,2001-01,-8.5,-1.4,-15.5,27.3,13.4,,155.5
95,철원,2001-02,-3.5,2.9,-9.9,16.2,7.2,,170.4
95,철원,2001-03,2.5,9.1,-4.1,11.4,7.9,,202.4
95,철원,2001-04,11.4,19.3,3.1,12,6.4,3,220.2
95,철원,2001-05,17.8,24.3,11.5,13.7,5.3,4.7,216.2
95,철원,2001-06,21.1,26.2,16.6,224.5,60.1,23,126.3
95,철원,2001-07,24.2,28.6,20.7,603.3,166.5,32.5,122.3
95,철원,2001-08,23.8,29.7,19,229.4,56.4,37,220.8
95,철원,2001-09,19,25.9,12.2,10.8,3.4,3.3,205.8
95,철원,2001-10,13.2,20.4,7.3,93.6,35.5,12,160.9
95,철원,2001-11,3.3,10.7,-2.8,20.4,9.9,,192
95,철원,2001-12,-4.6,2.3,-10.7,15,8.8,,197
95,철원,2002-01,-3.9,1.6,-9.6,51.9,16.5,,164.1
95,철원,2002-02,-.3,6.2,-6.6,3.2,1.5,,169.8
95,철원,2002-03,5.6,12.9,-1.4,37,22.5,,195.5
95,철원,2002-04,11.8,19,4.4,159.7,70,9,214.8
95,철원,2002-05,16.6,23.1,10.3,47.6,15.5,3.5,218.8
95,철원,2002-06,20.3,26.2,14.6,66.5,18,11,224.9
95,철원,2002-07,23.1,27.5,19.5,249.6,52.5,20,121.4
95,철원,2002-08,22.4,26.5,19.3,532.6,191,59.5,82
95,철원,2002-09,18.1,24.7,12.6,38.5,24,5.5,180.9
95,철원,2002-10,9.5,16.4,3.2,60.8,19.5,19,190.7
95,철원,2002-11,.7,6.3,-4.7,11.1,5,,154.3
95,철원,2002-12,-2.8,3.1,-7.7,30.8,8.5,,139
95,철원,2003-01,-7.1,-1.3,-12.8,19.3,7.9,,156.9
95,철원,2003-02,-.8,4.9,-6.1,22.5,13.5,,147.9
95,철원,2003-03,3.9,9.7,-1.5,20.6,4.5,,174.2
95,철원,2003-04,10.6,16.8,4.5,119,38,9,153.7
95,철원,2003-05,17,23.6,10.7,54.5,45.5,12.5,246.9
95,철원,2003-06,20,24.8,15.6,150.2,35,22.5,153
95,철원,2003-07,22.2,26.4,18.5,277.7,138.5,19,130.1
95,철원,2003-08,22.1,26.2,18.7,756.1,161.5,69.5,119.1
95,철원,2003-09,18.2,22.9,14.4,189.5,106,20,123.7
95,철원,2003-10,10.3,17.6,3.8,32.3,16,10.5,197.8
95,철원,2003-11,6,11.7,1.2,71.7,17,,127.7
95,철원,2003-12,-2.7,2.9,-8.2,3.6,1.5,,178.1
95,철원,2004-01,-5.8,.7,-12,10.9,3.5,,201.2
95,철원,2004-02,-.6,5.6,-6.8,83.7,51.5,,191.5
95,철원,2004-03,3.7,10.2,-3,23.1,12.5,,216.5
95,철원,2004-04,10.7,18.1,3,80.5,37,10.5,221.3
95,철원,2004-05,15.8,20.9,10.8,126.2,54,8.5,157.1
95,철원,2004-06,21,26.3,15.9,87.4,21,17.5,160.4
95,철원,2004-07,22.8,26.3,19.8,462,114.5,25.5,91.1
95,철원,2004-08,22.9,28,18.8,84.3,29.5,11.5,153.7
95,철원,2004-09,18.8,24.9,13.6,206.9,47.5,12.5,178.8
95,철원,2004-10,11.1,19.6,3.6,11.1,8.5,6.5,247.5
95,철원,2004-11,5.4,12.1,.1,53,24,,151.4
95,철원,2004-12,-2.1,4.5,-7.2,20.5,7.5,,191.2
95,철원,2005-01,-6.2,.6,-13.2,3.7,2,,204.7
95,철원,2005-02,-5.4,1,-12,31.8,13.1,,182.1
95,철원,2005-03,1.8,8.3,-4.4,11.8,5,,215.3
95,철원,2005-04,10.9,17.8,3.8,92.6,30.5,9.5,200.8
95,철원,2005-05,15.4,21.9,8.9,95.9,32,14.5,229.8
95,철원,2005-06,21.3,26.6,16.8,158,86,26,144
95,철원,2005-07,23.5,27.8,20.2,276.2,86.5,36.5,108.9
95,철원,2005-08,23,27.6,19.7,331.6,53,34,116.9
95,철원,2005-09,19.3,24.6,14.8,236.7,95,15.5,137.2
95,철원,2005-10,11.3,18.5,5.5,13.3,9,2,196.7
95,철원,2005-11,4.5,11.4,-1.4,63.2,36.5,,169.6
95,철원,2005-12,-7.5,-.8,-13.8,8.4,2.5,,208.9
95,철원,2006-01,-4,2.6,-9.6,31.8,28.5,,165.4
95,철원,2006-02,-2.2,3.9,-8.1,12,5.3,,173.8
95,철원,2006-03,2.5,9.2,-3.9,19.7,5,,170.2
95,철원,2006-04,9.4,15.6,3.7,85.1,35.5,14.5,127.3
95,철원,2006-05,16.5,22.6,10.7,139,85,11.5,187.5
95,철원,2006-06,20.2,25.6,15.5,196.5,52.5,41,154.7
95,철원,2006-07,22.1,25.6,19.2,638.6,127,39,55.8
95,철원,2006-08,25.1,30.3,20.8,54.5,27,13.5,190.2
95,철원,2006-09,18.1,25.1,11.8,27.8,20.5,8,199
95,철원,2006-10,14.7,21.8,8.4,61.5,31.5,14.5,169.9
95,철원,2006-11,5.4,11.3,-.6,21.6,6.5,,158.6
95,철원,2006-12,-2.5,4,-7.7,9.9,4.2,,156.9
95,철원,2007-01,-3.6,3.4,-9.6,8.5,6.1,,181.7
95,철원,2007-02,.5,8.4,-6.6,5,4,,181.3
95,철원,2007-03,3.9,9.9,-2,87.7,33.5,,152.9
95,철원,2007-04,9.6,16.2,2.8,61.5,32,11.5,190.1
95,철원,2007-05,16.6,23,10.9,165.5,40.5,10,200.7
95,철원,2007-06,21.8,27.9,15.8,105.2,40.5,22,210.2
95,철원,2007-07,22.7,27,19.3,279.8,80.5,67,136.5
95,철원,2007-08,24.6,29,21.1,493,116.5,34,115.7
95,철원,2007-09,19.9,24.5,16.1,243.2,55.5,15.5,88.2
95,철원,2007-10,12.2,18.8,6.9,31.1,10.5,8,169.2
95,철원,2007-11,3,9.9,-2.7,14.7,4.6,,174.6
95,철원,2007-12,-2.4,3.1,-7.2,12.7,5.2,,127
95,철원,2008-01,-5.4,.9,-11.4,6.1,3.3,,163.9
95,철원,2008-02,-4.7,2.8,-12.1,7.7,4.5,,223.8
95,철원,2008-03,4.5,11.2,-1.3,59.5,27.5,,166.9
95,철원,2008-04,11.9,19.4,4.3,37.9,9,5,200
95,철원,2008-05,16.1,22.4,9.9,89.3,41.5,15,190.6
95,철원,2008-06,20,25.9,15.1,117.8,47,17.5,185.1
95,철원,2008-07,24.1,28.1,21,650.3,230,57.5,81.3
95,철원,2008-08,23.6,29.2,18.9,328.4,93,29.5,226.9
95,철원,2008-09,19.1,25.9,13.5,114.3,86.5,13,191.5
95,철원,2008-10,13.2,20.7,7.1,34.1,15.5,6.5,184
95,철원,2008-11,4.3,10.4,-1.4,23.6,15,,146
95,철원,2008-12,-1.7,3.5,-6.8,35.9,10.5,,148.7
95,철원,2009-01,-5.7,1.3,-12,2.4,1,,207.3
95,철원,2009-02,.5,6.4,-5,49.1,41.5,,134.6
95,철원,2009-03,4,10.2,-2.3,47.9,27,,172.1
95,철원,2009-04,10.4,18,2.6,78.3,43.5,6.5,189.8
95,철원,2009-05,17.3,24.1,11,99.9,32.5,5.5,225.5
95,철원,2009-06,20.5,25.8,15.8,203.1,75.5,18.5,172.9
95,철원,2009-07,22.8,27.5,18.8,539.3,139,33,152.7
95,철원,2009-08,23.5,29.2,18.9,432.1,171.5,36,175
95,철원,2009-09,18.7,25.6,12.9,17.5,11,5,201.5
95,철원,2009-10,12.5,20.3,6,71.1,26.5,8,196.5
95,철원,2009-11,4.3,9.3,-.1,34.9,26,,110.8
95,철원,2009-12,-3.9,1.3,-8.7,23.5,9,,136.7
95,철원,2010-01,-8.2,-1.5,-15.2,29.4,8.7,,167.5
95,철원,2010-02,-1.4,4.1,-6.8,50.8,22.5,,137.8
95,철원,2010-03,2.5,7.2,-2.3,61.5,15,,124.7
95,철원,2010-04,7.8,14.1,1.5,51.7,15,3.5,148.7
95,철원,2010-05,16.2,22.1,10,97.7,55,9.5,178.9
95,철원,2010-06,22.1,28.1,16.6,123.1,60.5,13.5,207.7
95,철원,2010-07,24.8,29,21.4,347.6,97.5,37.5,88
95,철원,2010-08,25.3,29.6,21.9,574.7,79.5,53.5,96.1
95,철원,2010-09,19.8,25.2,15.4,461.3,125.5,67,149.4
95,철원,2010-10,11.9,19,6,23,15,5.5,176.9
95,철원,2010-11,3.5,10.2,-2.6,21.9,8,,160.5
95,철원,2010-12,-3.6,2.3,-9.2,24.8,6.1,,139.9
95,철원,2011-01,-11.5,-3.4,-19.1,8.1,5.5,,223.2
95,철원,2011-02,-1.6,5.5,-7.8,26.3,26,,173.1
95,철원,2011-03,2.1,8.4,-4,12.7,5,,233.4
95,철원,2011-04,9.1,16,2.1,86.7,47,10,182.4
95,철원,2011-05,16.7,23,10.7,102.1,36,13,191.6
95,철원,2011-06,21.3,26.5,16.5,299.5,80.5,17,188.3
95,철원,2011-07,24,27.9,21,738.5,200.5,67,87.5
95,철원,2011-08,24.4,29.4,20.9,200,50,37,105.4
95,철원,2011-09,18.8,25.3,13.3,41,24,8.5,190.9
95,철원,2011-10,10.9,18.4,4,29.9,17.5,8,201.2
95,철원,2011-11,7.7,13.2,2.6,100.4,28,,118
95,철원,2011-12,-4.1,1.4,-9.4,11.1,7,,164.4
95,철원,2012-01,-6.6,.2,-13.1,7.4,4.7,,174.2
95,철원,2012-02,-5.4,2.1,-12.9,1.8,1.3,,213.6
95,철원,2012-03,2.8,8.6,-2.9,33.4,13,,154.3
95,철원,2012-04,10.5,17.4,3.8,146.5,37.5,7.5,192.7
95,철원,2012-05,17.5,24.1,11.1,24.3,14.5,6.5,228.5
95,철원,2012-06,22.2,28.4,16.9,108.7,89,22.5,202.8
95,철원,2012-07,23.8,28,20.1,227.7,55,18.5,103.1
95,철원,2012-08,24.8,29.6,20.9,466.7,174.5,53.5,148.1
95,철원,2012-09,18.3,24,13.4,114.1,56.5,8,168.8
95,철원,2012-10,12.1,19.2,5.7,83.3,41,11,245.3
95,철원,2012-11,2.9,8.2,-2.2,63.8,32,,169.5
95,철원,2012-12,-7.5,-2.1,-12.9,40,17,,179
95,철원,2013-01,-8.1,-1.6,-14,19.1,10.5,,150.4
95,철원,2013-02,-3.9,1.6,-9.5,53.9,35,,179.9
95,철원,2013-03,3,10,-3.7,24,11.5,,256.9
95,철원,2013-04,8.1,14.4,1.5,64.6,22.5,9,202
95,철원,2013-05,16.9,23.3,10.7,84.6,29.5,7,228.6
95,철원,2013-06,22.8,28.5,17.7,23.3,7.5,5,238.9
95,철원,2013-07,24.6,27.8,22.2,1009.2,145.5,74,115.9
95,철원,2013-08,25.8,30.7,21.6,208.7,93.5,58,224.9
95,철원,2013-09,19.1,24.7,14.1,153.4,58,29.5,187
95,철원,2013-10,12.4,20,5.6,20.7,9,5.4,243.3
95,철원,2013-11,3.1,9,-2.4,73.3,21,,174.1
95,철원,2013-12,-3.8,2.2,-9.1,24.1,12,,162.5
95,철원,2014-01,-3.4,2.2,-9.3,12.7,6,,174.3
95,철원,2014-02,-1,5.2,-6.3,18,10.5,,180.3
95,철원,2014-03,5.6,12.4,-1.4,7.1,3.5,,225.4
95,철원,2014-04,12.3,20,4.9,14,8,2.5,209.5
95,철원,2014-05,17.4,24.5,10.6,81.6,26,7.5,303.5
95,철원,2014-06,21.5,27.1,16.9,75.6,29.5,27,187.2
95,철원,2014-07,24.5,29.9,20.2,186.7,81,31.5,207.1
95,철원,2014-08,23.1,27.8,19.1,105,33.5,10.5,159.8
95,철원,2014-09,19.3,25.9,13.4,73,53,12.5,230
95,철원,2014-10,12.4,20.4,5.6,55.4,20.5,8.5,237.8
95,철원,2014-11,5.6,11.9,-.4,42.2,11,,178.8
95,철원,2014-12,-5.9,-.1,-12.1,13.1,5.1,,193.2
95,철원,2015-01,-4,2.1,-10,17,7.5,,185.2
95,철원,2015-02,-1.3,4.6,-7,24,10,,172.8
95,철원,2015-03,4,11.6,-3.8,7.8,4.5,,266.5
95,철원,2015-04,11.3,18.5,4,98.3,43,14.5,227.8
95,철원,2015-05,17.6,24.7,10,35.8,18,7.5,298
95,철원,2015-06,21.6,28,15.7,79.6,23.5,23.5,274.5
95,철원,2015-07,23.8,28.7,19.6,458,134,35.5,197.7
95,철원,2015-08,24.1,29.7,19.6,140.6,66.5,39,246.5
95,철원,2015-09,18.9,26.2,12.7,32.7,29.5,14.5,256.6
95,철원,2015-10,12.3,19.7,5.7,64,21.5,11,230.4
95,철원,2015-11,6.6,11.5,2.4,111.5,26,,101.1
95,철원,2015-12,-1.2,4.4,-6.1,25.6,20.5,,168
95,철원,2016-01,-6,0,-12.2,.9,.9,,187.6
95,철원,2016-02,-2.2,4.1,-8.7,54.1,32.2,,186.1
95,철원,2016-03,4.7,11.7,-2.4,45.2,44.7,,236.3
95,철원,2016-04,12.6,20,5.2,88.8,34.8,8.6,218.2
95,철원,2016-05,17.7,24.6,10.9,149.9,43.5,8.9,248.1
95,철원,2016-06,22.1,28,16.8,27.1,14.6,7.7,230.1
95,철원,2016-07,24.1,28.8,20.2,460.5,154.2,35,153.9
95,철원,2016-08,25.3,31,20.7,63.7,30.2,6.1,230.5
95,철원,2016-09,20.2,26.7,15.1,32.2,13.4,10,202.5
95,철원,2016-10,13.4,19.9,7.6,173.1,91.6,33,185.7
95,철원,2016-11,4.3,10.2,-1.2,15.6,8,,142.8
95,철원,2016-12,-1.4,4.3,-6.6,69.8,39.5,,135.1
95,철원,2017-01,-4.4,2,-10.4,14.5,6.6,,196.9
95,철원,2017-02,-2.6,3.7,-9.2,9.8,3.7,,201.3
95,철원,2017-03,3.5,10.8,-3.4,21.5,9.2,,216
95,철원,2017-04,12.1,19.3,4.8,63.6,18.7,6.7,248.1
95,철원,2017-05,17.7,24.4,10.9,36,13.8,12.1,277.6
95,철원,2017-06,21.3,27.7,15,74.2,19.6,16.8,272.3
95,철원,2017-07,25.5,29.7,22.1,575.2,117.9,54.9,119.9
95,철원,2017-08,23.6,28.5,19.5,354.9,102.6,46.1,145.9
95,철원,2017-09,18.8,25.8,12.6,26.6,12.8,8.9,171.6
95,철원,2017-10,12.8,20.2,6.5,10.8,6.6,2.2,195.4
95,철원,2017-11,2.7,8.7,-3.7,33.5,15.4,,163.4
95,철원,2017-12,-4.9,.4,-10.8,12.8,7.3,,171.3
95,철원,2018-01,-7.3,-1.2,-13.3,7.9,5.1,,185.7
95,철원,2018-02,-4.4,2.1,-11.5,14.4,11,,206.4
95,철원,2018-03,6.2,12.8,-.4,33.6,10.7,,202.7
95,철원,2018-04,11.2,17.9,4.4,139.4,65.5,9,203.6
95,철원,2018-05,16.8,22.8,10.9,263.1,103.7,20.7,231.4
95,철원,2018-06,21.7,27.8,16,122.3,72.7,21.4,232.2
95,철원,2018-07,25.4,30.4,21.3,174.2,45.8,20.9,234.6
95,철원,2018-08,26.3,31.8,21.8,527,384.3,73.3,235.2
95,철원,2018-09,18.8,25.2,13,55.4,24.1,7.9,206.9
95,철원,2018-10,9.9,17.2,3.7,74.8,27.1,6.2,217.6
95,철원,2018-11,4.5,11.4,-1,60.2,47.1,,159
95,철원,2018-12,-4,2.6,-10.1,8.3,4.5,,190.8
95,철원,2019-01,-4.9,2.6,-12.5,0,0,,208.3
95,철원,2019-02,-1.7,5,-8.2,20.6,15.1,,205.6
95,철원,2019-03,4.5,11.3,-2.4,23.3,12.2,,230.7
95,철원,2019-04,9.9,17.2,2.2,28,14.3,3.2,236.2
95,철원,2019-05,17.8,25.3,10,26.4,16.8,3.8,340
95,철원,2019-06,20.9,26.9,15.3,57.1,19.8,13.1,284.6
95,철원,2019-07,24.2,29.1,20.3,305.3,105.4,39.8,211.8
95,철원,2019-08,24.8,30.1,20.4,156.9,47.5,18.7,267.7
95,철원,2019-09,20,25.8,15.3,199.1,86.3,34.5,201.4
95,철원,2019-10,13.7,20.3,7.6,30.8,16,2,227.7
95,철원,2019-11,4.5,11.9,-1.5,53,15.1,,191.4
95,철원,2019-12,-1.1,4,-6,20,5.8,,149.1
95,철원,2020-01,-1.2,4.8,-6.2,79.7,52.3,,179.8
95,철원,2020-02,0,6,-5.4,46.8,14.1,,180.2
95,철원,2020-03,5.5,12.6,-2.2,16.9,9.3,,258.7
95,철원,2020-04,9.1,16.4,1.1,20.9,12,5.9,288.8
95,철원,2020-05,16.9,22.6,11.6,161.7,57.3,15.3,241.9
95,철원,2020-06,22.5,28.2,17.4,92.2,46.3,13.3,267.3
95,철원,2020-07,22.8,27.5,18.9,184.5,48.5,19.9,210.6
95,철원,2020-08,25.1,28.7,22.3,903,155.5,75,136.8
95,철원,2020-09,18.8,24.4,14.1,166,37.4,27.2,213.3
95,철원,2020-10,10.9,18.5,3.9,4.1,1.6,1.6,244
95,철원,2020-11,5,11.4,-1,72.3,51,,182.4
95,철원,2020-12,-3.9,2.1,-9.7,1.2,1.2,,193.4
95,철원,2021-01,-5.9,.7,-12.6,7.6,3.1,,189.5
95,철원,2021-02,.1,6.8,-6.7,4.8,2.5,,203
95,철원,2021-03,6.2,13.4,-.3,103.7,63.2,,240.7
95,철원,2021-04,12,18.7,5.2,99.3,43.9,7.9,262
95,철원,2021-05,15.5,21.8,9.7,199.1,79.4,14.8,247.5
95,철원,2021-06,21.2,26.8,16.4,67.6,18,15.2,247.4
95,철원,2021-07,26.1,31.7,21.2,117.2,52.5,26.9,289.1
95,철원,2021-08,23.6,28.7,19.7,219.6,53.4,34.9,211.3
95,철원,2021-09,20.3,26,15.1,105.9,44.5,12.2,231.6
95,철원,2021-10,12.7,19.2,7.3,128.3,70.7,24.9,196.1
95,철원,2021-11,5.3,12,-.4,57.3,25,.1,174.1
95,철원,2021-12,-2.1,3.6,-7.5,4.9,1.6,,177.3
95,철원,2022-01,-5.8,1.3,-12.7,2.5,1.6,,211
95,철원,2022-02,-3.9,2.8,-10.8,8.9,7.6,,219.4
